,n,random_state,train_BA,train_auroc,val_BA,val_auroc,test_BA,test_auroc
264,20000,265001,[0.72057459 0.77892327 0.66679559],[0.78673962 0.85415993 0.72812715],[0.67290227 0.73020781 0.63087091],[0.7276771  0.79929501 0.67678921],[0.66070004 0.75534867 0.61733615],[0.72220111 0.83031234 0.65864149]
265,20000,266001,[0.72618595 0.78904152 0.64370404],[0.7980029  0.85885492 0.69886711],[0.67297994 0.76001916 0.62380311],[0.72574095 0.82644704 0.6666427 ],[0.68703457 0.74884075 0.62960962],[0.74343165 0.81667209 0.68538259]
266,20000,267001,[0.69765525 0.78037169 0.65513623],[0.76171372 0.85506055 0.71051366],[0.6764737  0.76422853 0.62031445],[0.73885298 0.83627271 0.6657892 ],[0.68560867 0.75511116 0.61210344],[0.76071336 0.82866184 0.66302074]
267,20000,268001,[0.73150657 0.77880419 0.64539632],[0.80094041 0.85323349 0.70146215],[0.67618124 0.75112844 0.63276708],[0.73706102 0.8195455  0.68083097],[0.66717635 0.75387201 0.60770073],[0.72826614 0.82324487 0.65332884]
268,20000,269001,[0.70215459 0.78091573 0.6435413 ],[0.76637642 0.85193001 0.69727406],[0.67166028 0.75008941 0.61952003],[0.7250354  0.81763725 0.66511362],[0.67912406 0.74766209 0.63999535],[0.74448879 0.8235079  0.68565519]
269,20000,270001,[0.72510183 0.78501274 0.65010343],[0.79203565 0.85670477 0.70589439],[0.67267568 0.7277893  0.63320676],[0.73649888 0.80388028 0.67672675],[0.67834495 0.74435581 0.61466007],[0.73392841 0.81923445 0.66786901]
270,20000,271001,[0.69841766 0.78479581 0.64729298],[0.75905999 0.85394184 0.69896616],[0.68577902 0.75066162 0.62688221],[0.74020565 0.81279425 0.67333673],[0.69585433 0.75027263 0.63169474],[0.75440206 0.8281744  0.69472643]
271,20000,272001,[0.69521801 0.78747962 0.64402121],[0.76028355 0.86116275 0.69570055],[0.67872241 0.74212566 0.63885379],[0.7359141  0.80794239 0.69026102],[0.67432445 0.75205019 0.62226837],[0.7350241  0.82103748 0.6707372 ]
272,20000,273001,[0.72410385 0.78218543 0.64793769],[0.79287489 0.85534919 0.70352681],[0.67454463 0.74861728 0.63540273],[0.72865086 0.81730283 0.67588804],[0.67648591 0.75479938 0.62074964],[0.74361971 0.82610147 0.67386156]
273,20000,274001,[0.72962899 0.7817948  0.64920981],[0.79614774 0.85821207 0.70364527],[0.6734664  0.74526559 0.63497935],[0.73293732 0.81119639 0.68384903],[0.68169985 0.76310752 0.61631866],[0.73808443 0.83196699 0.66029155]
274,20000,275001,[0.69452875 0.78510933 0.64745421],[0.76051234 0.85630349 0.70132075],[0.68530499 0.75818993 0.63255989],[0.74390818 0.82176819 0.67910244],[0.67321284 0.74975654 0.62016282],[0.73000109 0.8197375  0.66715712]
275,20000,276001,[0.70918354 0.78383258 0.65513832],[0.77680521 0.85510749 0.71305054],[0.68259218 0.74372801 0.63665854],[0.73902961 0.8133994  0.68189995],[0.68769105 0.7494052  0.6051728 ],[0.7475651  0.82899359 0.65011862]
276,20000,277001,[0.73114643 0.78615565 0.64952088],[0.79735385 0.85863286 0.70165166],[0.67235863 0.75215589 0.64088219],[0.73251135 0.81892781 0.67697466],[0.6689702  0.75220339 0.62351563],[0.72984992 0.82603308 0.67696875]
277,20000,278001,[0.69587409 0.78386099 0.64711262],[0.76170614 0.85254949 0.69621225],[0.68455846 0.74737138 0.62840623],[0.74578329 0.81372038 0.67254035],[0.66864573 0.72892793 0.63117183],[0.72489099 0.80686666 0.67986907]
278,20000,279001,[0.7293171  0.78384774 0.64240731],[0.80110412 0.85418036 0.69812191],[0.6829445  0.75297606 0.61905087],[0.74115912 0.82578898 0.6623797 ],[0.67051211 0.74121993 0.62587679],[0.71869907 0.81398666 0.67148414]
279,20000,280001,[0.70579061 0.778536   0.65604271],[0.77390403 0.85255968 0.71341613],[0.67332802 0.76312882 0.61399214],[0.72751567 0.8316318  0.65627945],[0.65928393 0.73369227 0.62609471],[0.72336545 0.80732614 0.66732051]
280,20000,281001,[0.72859832 0.78083642 0.65222989],[0.79815995 0.85312097 0.70701092],[0.67241428 0.75203771 0.61829782],[0.73010942 0.82409452 0.66451596],[0.66465381 0.75366436 0.61720887],[0.72600835 0.82405887 0.66528361]
281,20000,282001,[0.69588264 0.78971061 0.65096196],[0.76046595 0.86272875 0.70501685],[0.66940646 0.73283954 0.63777154],[0.72525055 0.79924022 0.68752181],[0.66023226 0.74151715 0.61046074],[0.72151834 0.81513763 0.64721104]
282,20000,283001,[0.72544245 0.78789515 0.6390986 ],[0.79673398 0.85910999 0.69385415],[0.68116272 0.74225592 0.63356415],[0.73360778 0.81607687 0.67630245],[0.68253424 0.75629343 0.62259477],[0.74343968 0.82233708 0.67226734]
283,20000,284001,[0.69859313 0.77689005 0.65797558],[0.760276   0.84897646 0.71293836],[0.6870392  0.76256843 0.61352527],[0.75106418 0.83021934 0.65046529],[0.66536256 0.75816368 0.60914671],[0.72186927 0.83511099 0.65831173]
284,20000,285001,[0.69697827 0.78568609 0.65176057],[0.76292861 0.85774766 0.70841509],[0.6751951  0.75595887 0.61731513],[0.72505296 0.82887017 0.66102498],[0.67456678 0.73400223 0.61744051],[0.73474794 0.80367538 0.67073395]
285,20000,286001,[0.70027403 0.78884967 0.66036781],[0.76745731 0.86059856 0.72327642],[0.6855406  0.75140007 0.63834375],[0.73738308 0.8161443  0.68368405],[0.68061897 0.74712174 0.6257955 ],[0.73947768 0.82588958 0.67565526]
286,20000,287001,[0.69519258 0.78654539 0.66627267],[0.76122009 0.85879241 0.72705844],[0.68038088 0.74518179 0.62757236],[0.74103345 0.81896415 0.67091318],[0.67183315 0.75288391 0.62695082],[0.73181795 0.82033908 0.67698918]
287,20000,288001,[0.69191344 0.7775242  0.64086138],[0.7574512  0.85192437 0.69069806],[0.68942587 0.75094172 0.63266414],[0.74041695 0.82018219 0.67258741],[0.67155556 0.75562196 0.61243107],[0.73125214 0.8223053  0.65815498]
288,20000,289001,[0.69494255 0.78376171 0.64428944],[0.75868082 0.85440882 0.69671776],[0.67220167 0.74379074 0.62835139],[0.73342515 0.81348661 0.67405691],[0.70227409 0.75801507 0.6295912 ],[0.76217831 0.82827491 0.67627778]
289,20000,290001,[0.73228219 0.78320667 0.6455316 ],[0.79951828 0.85721771 0.69982277],[0.68791706 0.7447334  0.63571942],[0.73908236 0.80498569 0.68425778],[0.65142884 0.7505884  0.6239822 ],[0.71393177 0.82084931 0.67787694]
290,20000,291001,[0.73541809 0.78514096 0.64639975],[0.80022582 0.85549448 0.69868506],[0.67084479 0.75872774 0.62424854],[0.72915914 0.82600942 0.66939551],[0.68278194 0.74933662 0.6140915 ],[0.74370925 0.82844781 0.65799592]
291,20000,292001,[0.7263293  0.78254988 0.65445734],[0.79568189 0.85622674 0.70937334],[0.6692076  0.74656135 0.61999367],[0.72658059 0.81317547 0.65962775],[0.68890173 0.76436396 0.63021163],[0.74212964 0.83964609 0.67929775]
292,20000,293001,[0.69654735 0.77884473 0.64271064],[0.76052808 0.85292802 0.69631344],[0.68672694 0.7581748  0.63711974],[0.74409188 0.82384078 0.68474327],[0.65373667 0.73979981 0.63007499],[0.72209176 0.80619072 0.67651519]
293,20000,294001,[0.69594681 0.787342   0.66452767],[0.76090588 0.85735078 0.72736577],[0.6894367  0.77839909 0.62733582],[0.74206375 0.8518641  0.67365182],[0.67299221 0.7528246  0.62804803],[0.74015575 0.82290202 0.67906092]
294,20000,295001,[0.69738774 0.77638831 0.65003057],[0.76351153 0.84805128 0.70489077],[0.67225869 0.75492605 0.62895647],[0.73178723 0.82241004 0.67087562],[0.6640288  0.74583968 0.62275866],[0.72838384 0.81695334 0.67264236]
295,20000,296001,[0.73073098 0.7829129  0.65034344],[0.80021148 0.85918246 0.70624011],[0.67883867 0.74750959 0.63756258],[0.7375241  0.81665899 0.68395965],[0.6672927  0.73638305 0.61873863],[0.72102992 0.81328397 0.66596235]
296,20000,297001,[0.72909791 0.77869931 0.65578339],[0.79739286 0.85810982 0.71127261],[0.67503552 0.74142763 0.62105072],[0.73535006 0.80538071 0.66511352],[0.68301921 0.74322528 0.63198687],[0.74462463 0.81951704 0.68227361]
297,20000,298001,[0.72873977 0.78529164 0.65117768],[0.79974892 0.85802069 0.70620431],[0.68007586 0.75599294 0.62925166],[0.7411842  0.81987029 0.67586358],[0.67208948 0.74142436 0.62317972],[0.73599313 0.81182717 0.67645711]
298,20000,299001,[0.73103574 0.78118195 0.64809537],[0.7996741  0.85342785 0.70294104],[0.67573781 0.75930691 0.64273361],[0.73377523 0.83184554 0.68568633],[0.67032406 0.74625383 0.61200346],[0.72980248 0.81757159 0.65939966]
299,20000,300001,[0.72249307 0.78650132 0.64300615],[0.78680845 0.86112314 0.69648321],[0.68690209 0.76318174 0.62874342],[0.7424679  0.83202579 0.67736242],[0.67073054 0.72912555 0.63059807],[0.73522876 0.80480048 0.67296905]
